1	2166
1	2270
1	2338
1	2497
1	2571
7	1061
9	3050
15	2365
15	2451
15	2668
16	2298
16	2337
16	2458
16	2559
16	2613
16	2732
16	2738
16	2741
16	2998
19	3230
21	1713
21	1744
21	1762
22	1502
24	2043
24	2077
24	2094
27	3285
27	3475
28	3430
31	3602
31	3747
31	3889
32	3723
32	3865
32	3866
32	4280
32	4828
34	4527
34	5134
38	6880
38	7052
43	6954
48	6874
48	7101
49	5794
49	6285
50	7446
50	7598
50	7616
56	7479
